prompt,baseline,context,augmented_prompt
"qual é o CEP do endereço SCN QUADRA 05, BLOCO A, BRASILIA SHOPPING S/N SALAS 1313 E 1314 ASA NORTE?","o CEP do endereço SCN QUADRA 05, BLOCO A, BRASILIA SHOPPING S/N SALAS 1313 E 1314 ASA NORTE é 70715900 porque o endereço SCN QUADRA 05, BLOCO A, BRASILIA SHOPPING S/N SALAS 1313 E 1314 ASA NORTE está contido no endereço SCN Quadra 5 Bloco A Asa Norte cujo CEP é 70715900","CEP: 72737505 | Descrição: EQ 37/38 Bloco E | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72735511 | Descrição: EQ 35/36 Bloco A | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72737504 | Descrição: EQ 37/38 Bloco D | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72735515 | Descrição: EQ 35/36 Bloco E | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72735513 | Descrição: EQ 35/36 Bloco C | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72737505 | Descrição: EQ 37/38 Bloco E | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72735511 | Descrição: EQ 35/36 Bloco A | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72737504 | Descrição: EQ 37/38 Bloco D | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72735515 | Descrição: EQ 35/36 Bloco E | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)
CEP: 72735513 | Descrição: EQ 35/36 Bloco C | Complemento: Comércio | Descrição Bairro: Vila São José (Brazlândia)


Pergunta:
qual é o CEP do endereço SCN QUADRA 05, BLOCO A, BRASILIA SHOPPING S/N SALAS 1313 E 1314 ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SHRF CLN 7 (COMERCIO) BLOCO A LOTE 04 LOJA 01 RIACHO FUNDO I?,o CEP do endereço SHRF CLN 7 (COMERCIO) BLOCO A LOTE 04 LOJA 01 RIACHO FUNDO I é 71805540 porque o endereço SHRF CLN 7 (COMERCIO) BLOCO A LOTE 04 LOJA 01 RIACHO FUNDO I está contido no endereço CLN 7 Riacho Fundo I cujo CEP é 71805540,"CEP: 71805541 | Descrição: CLN 7 Bloco A | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805545 | Descrição: CLN 7 Bloco E | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805550 | Descrição: CLN 7 Bloco J | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805546 | Descrição: CLN 7 Bloco F | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805548 | Descrição: CLN 7 Bloco H | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71805541 | Descrição: CLN 7 Bloco A | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805545 | Descrição: CLN 7 Bloco E | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805550 | Descrição: CLN 7 Bloco J | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805546 | Descrição: CLN 7 Bloco F | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I
CEP: 71805548 | Descrição: CLN 7 Bloco H | Complemento: (Comércio) | Descrição Bairro: Riacho Fundo I


Pergunta:
qual é o CEP do endereço SHRF CLN 7 (COMERCIO) BLOCO A LOTE 04 LOJA 01 RIACHO FUNDO I?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QN 513 CONJUNTO D 07 LOTE 07;LOJA 01 SAMAMBAIA SUL (SAMAMBAIA)?,o CEP do endereço QN 513 CONJUNTO D 07 LOTE 07;LOJA 01 SAMAMBAIA SUL (SAMAMBAIA) é 72315504 porque o endereço QN 513 CONJUNTO D 07 LOTE 07;LOJA 01 SAMAMBAIA SUL (SAMAMBAIA) está contido no endereço QN 513 Conjunto D Samambaia Sul (Samambaia) cujo CEP é 72315504,"CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260778 | Descrição: QNO 17 Conjunto H | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72338647 | Descrição: QN 829 Conjunto 2 | Complemento:  | Descrição Bairro: Samambaia Norte (Samambaia)
CEP: 72260647 | Descrição: QNO 16 Conjunto 47 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260877 | Descrição: QNO 18 Conjunto 77 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260778 | Descrição: QNO 17 Conjunto H | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72338647 | Descrição: QN 829 Conjunto 2 | Complemento:  | Descrição Bairro: Samambaia Norte (Samambaia)
CEP: 72260647 | Descrição: QNO 16 Conjunto 47 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260877 | Descrição: QNO 18 Conjunto 77 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)


Pergunta:
qual é o CEP do endereço QN 513 CONJUNTO D 07 LOTE 07;LOJA 01 SAMAMBAIA SUL (SAMAMBAIA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QS 9 RUA 123 LOTE 01 BLOCO B SALA 106 AREAL (AGUAS CLARAS)?,o CEP do endereço QS 9 RUA 123 LOTE 01 BLOCO B SALA 106 AREAL (AGUAS CLARAS) é 71977720 porque o endereço QS 9 RUA 123 LOTE 01 BLOCO B SALA 106 AREAL (AGUAS CLARAS) está contido no endereço QS 9 Rua 123 Areal (Águas Claras) cujo CEP é 71977720,"CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72255115 | Descrição: QNO 11 Conjunto O | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72255112 | Descrição: QNO 11 Conjunto L | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260709 | Descrição: QNO 17 Conjunto 9 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260878 | Descrição: QNO 18 Conjunto 78 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72260651 | Descrição: QNO 16 Conjunto 51 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72255115 | Descrição: QNO 11 Conjunto O | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72255112 | Descrição: QNO 11 Conjunto L | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260709 | Descrição: QNO 17 Conjunto 9 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72260878 | Descrição: QNO 18 Conjunto 78 | Complemento:  | Descrição Bairro: Ceilândia Norte (Ceilândia)


Pergunta:
qual é o CEP do endereço QS 9 RUA 123 LOTE 01 BLOCO B SALA 106 AREAL (AGUAS CLARAS)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SHLS QUADRA 716 CONJ N BLOCO A LOJA 39 ASA SUL?,o CEP do endereço SHLS QUADRA 716 CONJ N BLOCO A LOJA 39 ASA SUL é 70390901 porque o endereço SHLS QUADRA 716 CONJ N BLOCO A LOJA 39 ASA SUL está contido no endereço SHLS Conjunto N Bloco D Asa Sul cujo CEP é 70390901,"CEP: 70770970 | Descrição: STN Conjunto J Loja SS 18 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70847550 | Descrição: CLN 406 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70347550 | Descrição: CLS 108 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70346550 | Descrição: CLS 107 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70775550 | Descrição: CLN 316 Bloco E | Complemento: (Via SHLN) | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70770970 | Descrição: STN Conjunto J Loja SS 18 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70847550 | Descrição: CLN 406 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70347550 | Descrição: CLS 108 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70346550 | Descrição: CLS 107 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70775550 | Descrição: CLN 316 Bloco E | Complemento: (Via SHLN) | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SHLS QUADRA 716 CONJ N BLOCO A LOJA 39 ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SETOR COMERCIAL SUL S/N QUADRA8 BLOCO B 50 LOJA 29C - 1 SUBSOLO ASA SUL?,o CEP do endereço SETOR COMERCIAL SUL S/N QUADRA8 BLOCO B 50 LOJA 29C - 1 SUBSOLO ASA SUL é 70333900 porque o endereço SETOR COMERCIAL SUL S/N QUADRA8 BLOCO B 50 LOJA 29C - 1 SUBSOLO ASA SUL está contido no endereço SCS Quadra 8 Bloco B Lotes 50/60 Asa Sul cujo CEP é 70333900,"CEP: 70790068 | Descrição: SGAN 906 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790058 | Descrição: SGAN 905 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830051 | Descrição: SGAN 602 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830208 | Descrição: SGAN 605 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70790068 | Descrição: SGAN 906 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790058 | Descrição: SGAN 905 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830051 | Descrição: SGAN 602 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830208 | Descrição: SGAN 605 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SETOR COMERCIAL SUL S/N QUADRA8 BLOCO B 50 LOJA 29C - 1 SUBSOLO ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
"qual é o CEP do endereço SHCL/NORTE QD 316 BLOCO A LOJAS 91,93 : SUBSOLO; ASA NORTE?","o CEP do endereço SHCL/NORTE QD 316 BLOCO A LOJAS 91,93 : SUBSOLO; ASA NORTE é 70775510 porque o endereço SHCL/NORTE QD 316 BLOCO A LOJAS 91,93 : SUBSOLO; ASA NORTE está contido no endereço CLN 316 Bloco A Asa Norte cujo CEP é 70775510","CEP: 70846150 | Descrição: SQN 405 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70877150 | Descrição: SQN 414 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70857150 | Descrição: SQN 409 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70855150 | Descrição: SQN 407 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70878150 | Descrição: SQN 415 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70846150 | Descrição: SQN 405 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70877150 | Descrição: SQN 414 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70857150 | Descrição: SQN 409 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70855150 | Descrição: SQN 407 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70878150 | Descrição: SQN 415 Bloco O | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SHCL/NORTE QD 316 BLOCO A LOJAS 91,93 : SUBSOLO; ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SBS QUADRA 2 12 BLOCO E SALA 206 EDIF PRIME ASA SUL?,o CEP do endereço SBS QUADRA 2 12 BLOCO E SALA 206 EDIF PRIME ASA SUL é 70070120 porque o endereço SBS QUADRA 2 12 BLOCO E SALA 206 EDIF PRIME ASA SUL está contido no endereço SBS Quadra 2 Asa Sul cujo CEP é 70070120,"CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830351 | Descrição: SGAN 608 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830301 | Descrição: SGAN 607 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830551 | Descrição: SGAN 612 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830351 | Descrição: SGAN 608 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830301 | Descrição: SGAN 607 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830551 | Descrição: SGAN 612 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SBS QUADRA 2 12 BLOCO E SALA 206 EDIF PRIME ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCLRN QUADRA 704 BLOCO B 41 SLJ PARTE Q ASA NORTE?,o CEP do endereço SCLRN QUADRA 704 BLOCO B 41 SLJ PARTE Q ASA NORTE é 70730532 porque o endereço SCLRN QUADRA 704 BLOCO B 41 SLJ PARTE Q ASA NORTE está contido no endereço SCLRN 704 Bloco B Asa Norte cujo CEP é 70730532,"CEP: 70760558 | Descrição: SCLRN 714 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770538 | Descrição: SCLRN 716 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730536 | Descrição: SCLRN 704 Bloco F | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70760558 | Descrição: SCLRN 714 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770538 | Descrição: SCLRN 716 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730536 | Descrição: SCLRN 704 Bloco F | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SCLRN QUADRA 704 BLOCO B 41 SLJ PARTE Q ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SQB 1 RUA QUARESMEIRA 2A LOTE 8 SALA 19 19 GUARA I?,o CEP do endereço SQB 1 RUA QUARESMEIRA 2A LOTE 8 SALA 19 19 GUARA I é 71009000 porque o endereço SQB 1 RUA QUARESMEIRA 2A LOTE 8 SALA 19 19 GUARA I está contido no endereço SQB 1 Guará I cujo CEP é 71009000,"CEP: 72015905 | Descrição: CSA 2 Lote 01/11 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015908 | Descrição: CSA 2 Lote 06 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015915 | Descrição: CSA 2 Lote 18 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015902 | Descrição: CSA 1 Lote 02/17 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72017347 | Descrição: QSC 19 Chácara 27 Conjunto I | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72015905 | Descrição: CSA 2 Lote 01/11 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015908 | Descrição: CSA 2 Lote 06 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015915 | Descrição: CSA 2 Lote 18 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015902 | Descrição: CSA 1 Lote 02/17 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72017347 | Descrição: QSC 19 Chácara 27 Conjunto I | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)


Pergunta:
qual é o CEP do endereço SQB 1 RUA QUARESMEIRA 2A LOTE 8 SALA 19 19 GUARA I?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCS QUADRA 2 BLOCO D 03 SALA 1007 ASA SUL?,o CEP do endereço SCS QUADRA 2 BLOCO D 03 SALA 1007 ASA SUL é 70316900 porque o endereço SCS QUADRA 2 BLOCO D 03 SALA 1007 ASA SUL está contido no endereço SCS Quadra 2 Bloco D Lote 81 Asa Sul cujo CEP é 70316900,"CEP: 70347550 | Descrição: CLS 108 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70346550 | Descrição: CLS 107 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390105 | Descrição: SGAS 910/911 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390130 | Descrição: SGAS 913 | Complemento:  | Descrição Bairro: Asa Sul
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70347550 | Descrição: CLS 108 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70346550 | Descrição: CLS 107 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390105 | Descrição: SGAS 910/911 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390130 | Descrição: SGAS 913 | Complemento:  | Descrição Bairro: Asa Sul


Pergunta:
qual é o CEP do endereço SCS QUADRA 2 BLOCO D 03 SALA 1007 ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
